tweet_id,favorites,retweet_count
836989968035819520,12645,2269
836753516572119041,19180,4584
836677758902222849,12525,2198
836648853927522308,0,550
836397794269200385,0,27147
836380477523124226,14656,2954
836260088725786625,21151,4253
836001077879255040,18932,4202
835685285446955009,0,8039
835574547218894849,17659,3576
835536468978302976,0,1674
835309094223372289,0,20679
835297930240217089,16353,2977
835264098648616962,7685,1674
835246439529840640,2084,73
835172783151792128,25976,5700
835152434251116546,22238,2980
834931633769889797,10730,1621
834786237630337024,21238,5436
834574053763584002,13559,2504
834477809192075265,0,10517
834458053273591808,9559,1662
834209720923721728,20448,4699
834167344700198914,15717,3624
834089966724603904,9972,2111
834086379323871233,12980,2186
833863086058651648,13361,2385
833826103416520705,17967,3737
833732339549220864,0,221
833722901757046785,20716,3185
833479644947025920,14779,2035
833124694597443584,20072,4789
832998151111966721,13177,2184
832769181346996225,0,39
832757312314028032,16778,3590
832682457690300417,11815,2884
832645525019123713,2913,525
832636094638288896,15773,2758
832397543355072512,11916,2198
832369877331693569,17112,3158
832273440279240704,11308,2323
832215909146226688,0,6158
832215726631055365,0,9249
832088576586297345,62,2
832040443403784192,0,9538
832032802820481025,17778,4620
831939777352105988,23878,6088
831926988323639298,334,34
831911600680497154,27473,6450
831670449226514432,10388,1803
831650051525054464,7098,1911
831552930092285952,8945,2302
831322785565769729,9250,1539
831315979191906304,6522,1119
831309418084069378,11716,2449
831262627380748289,11862,2029
830956169170665475,7943,1486
830583320585068544,66541,16638
830173239259324417,0,5645
830097400375152640,9764,2915
829878982036299777,0,4970
829861396166877184,12205,1925
829501995190984704,31622,10517
829449946868879360,10437,2006
829141528400556032,24320,7287
829011960981237760,53060,16220
828801551087042563,0,3403
828770345708580865,25524,5832
828708714936930305,36391,11109
828650029636317184,9478,1338
828409743546925057,6341,1162
828408677031882754,7658,1285
828381636999917570,12552,2205
828376505180889089,7361,1063
828372645993398273,12540,2917
828361771580813312,2192,173
828046555563323392,11730,2864
828011680017821696,10338,2140
827933404142436356,20052,5225
827653905312006145,15467,3013
827600520311402496,7449,936
827324948884643840,15826,3028
827199976799354881,10569,2215
826958653328592898,21550,4970
826848821049180160,36288,10110
826615380357632002,0,3972
826598799820865537,5125,250
826598365270007810,10046,2331
826476773533745153,18389,4173
826240494070030336,13282,2599
826204788643753985,4878,922
826115272272650244,15640,3101
825876512159186944,10489,1865
825829644528148480,12736,2482
825535076884762624,56861,17542
825147591692263424,18291,4533
825120256414846976,0,1249
825026590719483904,6302,1249
824796380199809024,0,5483
824775126675836928,14909,3502
824663926340194305,10522,1773
824325613288833024,11843,10524
824297048279236611,15071,3847
824025158776213504,4837,602
823939628516474880,10637,2706
823719002937630720,0,11170
823699002998870016,13999,2518
823581115634085888,13034,2621
823333489516937216,702,24
823322678127919110,15748,4012
823269594223824897,0,9877
822975315408461824,17349,3446
822872901745569793,131645,43176
822859134160621569,13276,2272
822647212903690241,0,6402
822610361945911296,14827,2953
822489057087389700,18197,6402
822462944365645825,28020,14281
822244816520155136,35015,9877
822163064745328640,0,4767
821886076407029760,11339,2303
821813639212650496,0,3363
821765923262631936,8428,1660
821522889702862852,8049,1762
821421320206483457,0,5592
821407182352777218,11794,4339
821153421864615936,257,10
821149554670182400,8656,1975
821107785811234820,9632,2136
821044531881721856,12700,2284
820837357901512704,0,6733
820749716845686786,31633,9888
820690176645140481,12262,3234
820494788566847489,0,566
820446719150292993,0,2567
820314633777061888,3360,566
820078625395449857,19877,6291
820013781606658049,0,1175
819952236453363712,5343,1175
819924195358416896,12964,4886
819711362133872643,13422,3113
819588359383371776,9679,1993
819347104292290561,7241,1208
819238181065359361,2278,408
819227688460238848,23142,6733
819015337530290176,0,36964
819015331746349057,0,19011
819006400881917954,45460,19011
819004803107983360,87246,36964
818646164899774465,0,21051
818627210458333184,22490,7560
818614493328580609,9884,2564
818588835076603904,0,6150
818536468981415936,10946,2463
818307523543449600,0,8110
818259473185828864,11069,2271
818145370475810820,12321,2575
817908911860748288,4879,804
817827839487737858,51870,27147
817777686764523521,10805,2699
817536400337801217,11824,2972
817502432452313088,0,3397
817423860136083457,33981,14750
817415592588222464,5622,945
817181837579653120,0,8490
817171292965273600,8809,2030
817120970343411712,12283,2605
817056546584727552,8639,1649
816829038950027264,0,4732
816816676327063552,10059,2045
816697700272001025,9830,2202
816450570814898180,30557,8110
816336735214911488,8644,1952
816091915477250048,8998,2148
816062466425819140,0,1023
816014286006976512,0,5288
815990720817401858,4968,1023
815966073409433600,22537,8490
815745968457060357,0,4146
815736392542261248,9902,2271
815639385530101762,8279,1665
815390420867969024,10423,3821
814986499976527872,7707,1282
814638523311648768,11345,2707
814578408554463233,0,5878
814530161257443328,8694,1872
814153002265309185,28920,8719
813944609378369540,0,3207
813910438903693312,9363,1874
813812741911748608,36648,14044
813800681631023104,8375,1768
813217897535406080,18768,7336
813202720496779264,9302,1827
813187593374461952,20005,4379
813172488309972993,9336,1939
813157409116065792,7832,2227
813142292504645637,8544,2400
813130366689148928,4505,452
813127251579564032,11927,3157
813112105746448384,10371,2758
813096984823349248,10655,3647
813081950185472002,9957,2804
813066809284972545,8017,1966
813051746834595840,21141,7414
812781120811126785,7629,1914
812709060537683968,6661,1445
812503143955202048,6121,1227
812466873996607488,8026,1948
812372279581671427,13743,3684
811985624773361665,7324,1409
811744202451197953,7607,1607
811647686436880384,5661,749
811627233043480576,12864,3105
811386762094317568,21082,6433
810984652412424192,5377,1451
810896069567610880,9084,1787
810657578271330305,11063,2672
810284430598270976,35527,11372
810254108431155201,14827,3403
809920764300447744,15690,3972
809808892968534016,0,4925
809448704142938112,7003,1476
809220051211603969,20093,5645
809084759137812480,13366,3564
808838249661788160,10208,3063
808733504066486276,7975,2188
808501579447930884,11419,2619
808344865868283904,42929,21051
808134635716833280,0,5974
808106460588765185,8880,2229
808001312164028416,12650,3570
807621403335917568,14719,3649
807106840509214720,119247,55850
807059379405148160,0,7408
807010152071229440,13204,3897
806629075125202948,75345,34927
806620845233815552,0,5579
806576416489959424,4946,1969
806542213899489280,10321,2377
806242860592926720,0,11724
806219024703037440,6507,1203
805958939288408065,0,5416
805932879469572096,8356,1941
805826884734976000,6624,1842
805823200554876929,0,8078
805520635690676224,5814,1673
805487436403003392,8880,2547
805207613751304193,7906,1734
804738756058218496,13837,3842
804475857670639616,6191,2028
804413760345620481,0,3262
804026241225523202,44874,16290
803773340896923648,10152,2764
803692223237865472,0,7502
803638050916102144,11043,4181
803380650405482500,7851,1883
803321560782307329,0,5374
803276597545603072,10131,2477
802952499103731712,9104,2022
802624713319034886,0,2943
802600418706604034,7176,1482
802572683846291456,9018,2533
802323869084381190,16359,5877
802265048156610565,6821,1387
802239329049477120,9172,2644
802185808107208704,0,274
801958328846974976,7834,1734
801854953262350336,1803,238
801538201127157760,8311,2090
801285448605831168,6112,828
801167903437357056,24692,5974
801127390143516673,0,3991
801115127852503040,8154,2117
800859414831898624,694,98
800855607700029440,0,1626
800751577355128832,10665,2822
800513324630806528,13251,3014
800459316964663297,9610,2189
800443802682937345,0,4364
800388270626521089,11254,2839
800188575492947969,0,3986
800141422401830912,15433,2567
800018252395122689,28636,13290
799774291445383169,0,4730
799757965289017345,8473,2186
799422933579902976,8154,1943
799308762079035393,0,5519
799297110730567681,9986,2788
799063482566066176,8157,2493
798933969379225600,13215,4500
798925684722855936,7579,1454
798705661114773508,0,6713
798701998996647937,0,7862
798697898615730177,0,6595
798694562394996736,0,5002
798686750113755136,0,2358
798682547630837760,0,4774
798673117451325440,0,5603
798665375516884993,0,3951
798644042770751489,0,1874
798628517273620480,0,1997
798585098161549313,0,5749
798576900688019456,0,5911
798340744599797760,0,3363
798209839306514432,10528,2589
797971864723324932,11706,3142
797545162159308800,14696,4909
797236660651966464,20149,6641
797165961484890113,226,26
796904159865868288,0,9013
796865951799083009,7766,1940
796759840936919040,11946,3059
796563435802726400,0,7340
796484825502875648,7648,1777
796387464403357696,11107,4180
796177847564038144,0,14405
796149749086875649,32539,14405
796125600683540480,5014,1824
796116448414461957,9189,2438
796080075804475393,8549,2328
796031486298386433,10910,3744
795464331001561088,50022,23815
795400264262053889,10158,2897
795076730285391872,16356,5483
794983741416415232,0,3400
794926597468000259,10339,2321
794355576146903043,0,10384
794332329137291264,9682,2710
794205286408003585,9317,3354
793962221541933056,16991,4925
793845145112371200,9314,1882
793614319594401792,0,3164
793601777308463104,8057,1639
793500921481273345,10769,2395
793286476301799424,24820,9249
793271401113350145,8782,2413
793256262322548741,20148,8411
793241302385262592,10610,3324
793226087023144960,9926,2905
793210959003287553,9012,2826
793195938047070209,15416,5681
793180763617361921,7004,2023
793165685325201412,9489,2817
793150605191548928,6236,1717
793135492858580992,6477,2516
793120401413079041,12777,3957
792913359805018113,14472,4020
792883833364439040,11403,4307
792773781206999040,7421,1693
792394556390137856,13568,4329
792050063153438720,7220,1814
791821351946420224,0,21291
791784077045166082,0,9664
791780927877898241,0,3854
791774931465953280,45531,22387
791672322847637504,11854,3164
791406955684368384,13247,4146
791312159183634433,8869,2560
791026214425268224,0,4135
790987426131050500,9917,2151
790946055508652032,16798,4732
790723298204217344,0,2330
790698755171364864,8294,1943
790581949425475584,20836,7204
790337589677002753,7896,1899
790277117346975746,12678,3207
790227638568808452,0,3595
789986466051088384,9343,2330
789960241177853952,0,4162
789903600034189313,10445,4174
789628658055020548,7559,1783
789599242079838210,6826,1942
789530877013393408,11817,3400
789314372632018944,8732,2313
789280767834746880,0,4976
789268448748703744,9198,2626
789137962068021249,9805,2813
788908386943430656,27649,12585
788765914992902144,27581,10384
788552643979468800,0,7236
788412144018661376,15673,5307
788178268662984705,7286,2110
788150585577050112,6168,1296
788070120937619456,0,3453
788039637453406209,6177,1328
787810552592695296,8683,3080
787717603741622272,10341,2795
787397959788929025,10984,2866
787322443945877504,7842,1753
787111942498508800,0,6805
786963064373534720,26844,8039
786729988674449408,0,2439
786709082849828864,18366,6158
786664955043049472,10674,2569
786595970293370880,9517,3143
786363235746385920,10966,3523
786286427768250368,8037,2859
786233965241827333,15381,4767
786051337297522688,1430,155
786036967502913536,0,7057
785927819176054784,11476,3207
785872687017132033,6739,1825
785639753186217984,7906,2253
785533386513321988,9187,2013
785515384317313025,6169,1267
785264754247995392,7312,1637
785170936622350336,12117,4868
784826020293709826,10168,3262
784517518371221505,9029,2554
784431430411685888,5745,1278
784183165795655680,20200,8078
784057939640352768,29938,11170
783839966405230592,30223,10829
783821107061198850,7401,1989
783695101801398276,10530,3229
783466772167098368,8511,2257
783391753726550016,16984,5501
783347506784731136,0,5576
783334639985389568,29300,11724
783085703974514689,8203,2213
782969140009107456,24266,7408
782747134529531904,7507,1415
782722598790725632,17354,5416
782598640137187329,7841,1885
782305867769217024,16731,5592
782021823840026624,0,6230
781955203444699136,11185,3384
781661882474196992,10476,2724
781655249211752448,4007,1136
781524693396357120,20842,5579
781308096455073793,7179,2566
781251288990355457,8487,2083
781163403222056960,9859,2758
780931614150983680,21744,7340
780858289093574656,7218,2021
780800785462489090,5505,1305
780601303617732608,12173,3363
780543529827336192,6327,1749
780496263422808064,0,3693
780476555013349377,0,113
780459368902959104,5320,1081
780192070812196864,8740,2244
780092040432480260,0,2303
780074436359819264,12215,4985
779834332596887552,18961,7057
779377524342161408,8832,3118
779124354206535695,0,18332
779056095788752897,14803,4549
778990705243029504,20030,7212
778774459159379968,0,9906
778764940568104960,871,362
778748913645780993,6921,1313
778650543019483137,5784,1501
778624900596654080,4648,1011
778408200802557953,13660,4335
778396591732486144,0,12250
778383385161035776,5854,1105
778286810187399168,10400,3299
778039087836069888,8530,2646
778027034220126208,6565,1613
777953400541634568,0,3531
777885040357281792,6357,1634
777684233540206592,11258,2943
777641927919427584,0,4230
777621514455814149,8766,2506
777189768882946048,14301,4310
776819012571455488,0,13688
776813020089548800,4888,1208
776477788987613185,8847,2782
776249906839351296,0,9122
776218204058357768,29919,15867
776201521193218049,9634,2520
776113305656188928,11784,4364
776088319444877312,1845,151
775898661951791106,0,16523
775842724423557120,11721,2654
775733305207554048,13895,3991
775729183532220416,13013,4602
775364825476165632,7411,2970
775350846108426240,10185,3908
775085132600442880,15576,4730
774757898236878852,8623,1790
774639387460112384,6740,1732
774314403806253056,21800,5519
773985732834758656,10724,3854
773922284943896577,6404,1747
773704687002451968,6599,1626
773670353721753600,5363,1311
773547596996571136,22130,6150
773336787167145985,0,5063
773308824254029826,23330,7464
773247561583001600,9470,3249
773191612633579521,9988,4127
772877495989305348,8558,3877
772826264096874500,8053,2344
772615324260794368,0,3375
772581559778025472,6494,1696
772193107915964416,6042,1392
772152991789019136,3798,1127
772117678702071809,3778,738
772114945936949249,2725,467
772102971039580160,3994,942
771908950375665664,6593,1904
771770456517009408,12013,3363
771500966810099713,8267,2607
771380798096281600,10471,5063
771171053431250945,0,7440
771136648247640064,9146,2919
771102124360998913,6239,1440
771014301343748096,6863,1653
770787852854652928,4920,1197
770772759874076672,5167,1415
770655142660169732,7337,1763
770414278348247044,6321,2098
770293558247038976,6237,1473
770093767776997377,0,3046
770069151037685760,7588,2292
769940425801170949,31291,9538
769695466921623552,6406,1680
769335591808995329,0,7709
769212283578875904,5390,1712
768970937022709760,14338,6491
768909767477751808,0,2666
768855141948723200,4193,886
768609597686943744,4118,1201
768596291618299904,5032,1279
768554158521745409,0,5833
768473857036525572,13614,3415
768193404517830656,10855,3531
767884188863397888,4734,1378
767754930266464257,15975,5374
767500508068192258,7499,2334
767191397493538821,12292,3748
767122157629476866,10156,2850
766864461642756096,0,5610
766793450729734144,5064,1352
766714921925144576,2606,376
766693177336135680,3997,792
766423258543644672,5988,1582
766313316352462849,6782,1884
766078092750233600,0,2613
766069199026450432,4216,849
766008592277377025,3734,495
765719909049503744,7222,2145
765669560888528897,5176,1219
765395769549590528,26568,3369
765371061932261376,7054,2157
765222098633691136,11607,3375
764857477905154048,6434,1769
764259802650378240,6000,1496
763956972077010945,758,54
763837565564780549,12527,4135
763183847194451968,5366,1463
763167063695355904,0,2996
763103485927849985,7342,2283
762699858130116608,12098,3595
762471784394268675,11182,6378
762464539388485633,10257,4162
762316489655476224,4783,1117
762035686371364864,31758,15483
761976711479193600,5385,1997
761750502866649088,0,3890
761745352076779520,4258,859
761672994376806400,49319,28932
761599872357261312,4112,1184
761371037149827077,0,17972
761334018830917632,5177,1442
761292947749015552,4467,1080
761227390836215808,5305,1557
761004547850530816,11283,3453
760893934457552897,3801,969
760656994973933572,6561,1900
760641137271070720,4961,1290
760539183865880579,7534,3598
760521673607086080,4201,1382
760290219849637889,26672,11407
760252756032651264,3934,864
760190180481531904,5680,1787
760153949710192640,0,30
759943073749200896,5927,2063
759923798737051648,14615,5610
759846353224826880,6705,1952
759793422261743616,5926,1893
759557299618865152,4670,1177
759447681597108224,8443,2439
759446261539934208,1662,484
759197388317847553,6048,1932
759159934323924993,0,1147
759099523532779520,14441,4139
759047813560868866,6445,1994
758854675097526272,3532,890
758828659922702336,11168,3815
758740312047005698,5708,1605
758474966123810816,3783,991
758467244762497024,4758,2194
758405701903519748,5187,1894
758355060040593408,3378,1060
758099635764359168,18966,9906
758041019896193024,2688,369
757741869644341248,6847,3227
757729163776290825,0,7861
757725642876129280,4522,1197
757611664640446465,4545,1098
757597904299253760,0,298
757596066325864448,4310,1046
757400162377592832,15040,6789
757393109802180609,5777,1722
757354760399941633,4491,1408
756998049151549440,6236,1970
756939218950160384,6611,1991
756651752796094464,5017,1288
756526248105566208,10360,3550
756303284449767430,3902,1088
756288534030475264,43753,17558
756275833623502848,6375,1516
755955933503782912,7274,2859
755206590534418437,16337,5315
755110668769038337,21044,11002
754874841593970688,0,7831
754856583969079297,6866,2494
754747087846248448,2572,514
754482103782404096,5251,1940
754449512966619136,3720,728
754120377874386944,7833,2339
753655901052166144,5797,2155
753420520834629632,7845,3529
753398408988139520,5710,1883
753375668877008896,7585,2303
753298634498793472,0,5643
753294487569522689,3348,1029
753039830821511168,36875,20679
753026973505581056,3892,953
752932432744185856,12530,6805
752917284578922496,6894,1562
752701944171524096,0,2829
752682090207055872,5969,1580
752660715232722944,4351,1542
752568224206688256,5461,2258
752519690950500352,7316,3409
752334515931054080,3783,1083
752309394570878976,0,16092
752173152931807232,5921,1820
751950017322246144,3038,904
751937170840121344,5151,1315
751830394383790080,5766,1925
751793661361422336,5783,2874
751598357617971201,7863,3017
751583847268179968,4355,1089
751538714308972544,5002,1246
751456908746354688,3191,990
751251247299190784,12420,5814
751205363882532864,6284,1797
751132876104687617,5024,1288
750868782890057730,4749,1348
750719632563142656,13070,4976
750506206503038976,4407,1133
750429297815552001,13073,4230
750383411068534784,4525,1139
750381685133418496,687,27
750147208377409536,3075,950
750132105863102464,3583,1284
750117059602808832,4296,1294
750101899009982464,3019,831
750086836815486976,2150,525
750071704093859840,7769,3289
750056684286914561,3135,888
750041628174217216,3146,607
750026558547456000,2700,778
750011400160841729,3221,896
749996283729883136,3042,806
749981277374128128,5085,2434
749774190421639168,4628,1307
749417653287129088,6062,1621
749403093750648834,2595,529
749395845976588288,8481,3399
749317047558017024,5452,2215
749075273010798592,5710,2051
749064354620928000,4770,1504
749036806121881602,3068,788
748977405889503236,10670,3360
748932637671223296,5760,2217
748705597323898880,2754,941
748699167502000129,4697,1565
748692773788876800,4207,1319
748575535303884801,6016,1953
748568946752774144,2181,665
748346686624440324,5167,1217
748337862848962560,7559,4048
748324050481647620,3645,748
748307329658011649,3640,701
748220828303695873,13993,7687
747963614829678593,5716,2106
747933425676525569,6537,2506
747885874273214464,2910,958
747844099428986880,2791,740
747816857231626240,4797,1144
747651430853525504,1372,153
747648653817413632,12749,5775
747600769478692864,2301,551
747594051852075008,3633,1046
747512671126323200,5469,1591
747461612269887489,3828,1031
747439450712596480,5360,1890
747242308580548608,0,2876
747219827526344708,5196,1545
747204161125646336,3341,910
747103485104099331,9455,3921
746906459439529985,2864,292
746872823977771008,5910,2105
746818907684614144,5260,1719
746790600704425984,4808,1581
746757706116112384,9470,3854
746726898085036033,5972,1773
746542875601690625,4976,1855
746521445350707200,0,975
746507379341139972,4599,1070
746369468511756288,6111,1610
746131877086527488,6832,2169
746056683365994496,3521,802
745789745784041472,3966,1051
745712589599014916,6914,2296
745433870967832576,6991,2501
745422732645535745,8470,2401
745314880350101504,7086,2717
745074613265149952,7735,3432
745057283344719872,7175,2219
744995568523612160,2938,608
744971049620602880,7778,2645
744709971296780288,5538,1543
744334592493166593,6696,2074
744234799360020481,154385,76622
744223424764059648,1638,357
743980027717509120,4117,1076
743895849529389061,3605,950
743835915802583040,0,2037
743609206067040256,4412,1359
743595368194129920,18106,6427
743545585370791937,3484,928
743510151680958465,7836,3682
743253157753532416,4168,1207
743222593470234624,6115,1883
743210557239623680,3779,1339
742534281772302336,6985,3516
742528092657332225,4354,1936
742465774154047488,7161,3864
742423170473463808,9697,3693
742385895052087300,6710,1935
742161199639494656,4267,1346
742150209887731712,5042,1523
741793263812808706,4481,1490
741743634094141440,8053,2707
741438259667034112,3634,812
741303864243200000,8661,3152
741099773336379392,9851,5419
741067306818797568,9384,3046
740995100998766593,6270,2689
740711788199743490,3356,920
740699697422163968,2805,770
740676976021798912,17912,6713
740373189193256964,34556,13106
740365076218183684,2422,424
740359016048689152,3245,850
740214038584557568,6583,1928
739979191639244800,19670,5833
739932936087216128,3997,1058
739844404073074688,3751,846
739623569819336705,3715,1333
739606147276148736,5316,1630
739544079319588864,38911,20855
739485634323156992,7042,2880
739238157791694849,114139,56940
738891149612572673,109,6
738885046782832640,3717,1126
738883359779196928,3260,778
738537504001953792,5013,1504
738402415918125056,3200,812
738184450748633089,4253,1195
738166403467907072,8639,3295
738156290900254721,2459,627
737826014890496000,5184,1737
737800304142471168,9838,3401
737678689543020544,4960,1284
737445876994609152,10085,4376
737322739594330112,3550,799
737310737551491075,14422,7284
736736130620620800,4183,1698
736392552031657984,17406,7236
736365877722001409,3905,1220
736225175608430592,7990,2727
736010884653420544,7750,2924
735991953473572864,3534,1126
735648611367784448,3975,1080
735635087207878657,6062,2310
735274964362878976,12811,4924
735256018284875776,3274,862
735137028879360001,3077,955
734912297295085568,2703,516
734787690684657664,12322,6170
734776360183431168,2461,527
734559631394082816,1462,390
733828123016450049,3519,764
733822306246479872,3603,1004
733482008106668032,3082,931
733460102733135873,4119,1252
733109485275860992,49381,16523
732732193018155009,2389,525
732726085725589504,3490,874
732585889486888962,3598,766
732375214819057664,7939,2463
732005617171337216,14624,5288
731285275100512256,3425,975
731156023742988288,3768,1243
